"id"	"Q1"	"Q2"	"Q3"	"Q4"	"Q5"	"Q6"	"title"	"abstract"	"doi"
"abs06694"	"0"	""	""	""	""	"1"	"INDONESIAN MOSLEM'S BEHAVIOR TOWARD EID AL-FITR DURING COVID-19 PANDEMIC"	"In May 2020, the Indonesian Muslims celebrated Eid Al-Fitr although the COVID-19 pandemic continuously spread. People could be at risk of COVID-1 9 infection since they commonly gathered during the Eid Al-Fitr. This study aimed to describe Indonesian Moslem's behavior toward Eid Al-Fitr during COVID-19 pandemic. This was a cross-sectional study using quantitative approach conducted in Central Java Province, Indonesia. Data were collected through online survey using google form one day before Eid Al-Fitr, involving 246 respondents. Data were analyzed by univariate and bivariate. The results showed age (p= 0.012) and occupation (p= 0.016) were correlated with did mudik; additionally, occupation (p= 0.039) was correlated with planning mudik; educational level (p= 0.003) was correlated with planning Eid prayer; sex (p= 0.039), age (p< 0.001), educational level (p= 0.004), and occupation (p= 0.001) were correlated with planning silaturahmi. There was no correlation of respondents' characteristics with prevention practice. However, several Indonesian Muslims traditions were associated with mask-wearing (p<0.001), the intention of Eid prayer (p< 0.001), and intention of silaturahmi (p< 0.001). Mudik as the Indonesian community s tradition (p= 0.027), planning Eid prayer (p= 0.004), and planning silaturahmi (p= 0.002) were correlated with avoiding touching face. And the only tradition of planning silaturahmi (p=0.044) was correlated with handwashing. Even though the Indonesian President banned mudik due to the prediction of massive human migration, but 5.7% of respondents did mudik and 2.8% would do mudik. Clear and law-bound regulations are necessary to be followed by the community to prevent COVID-19 transmission especially during Eid Al-Fitr."	"gen.2022.23332979"
"abs16234"	"1"	""	"0"	"0"	""	"0"	"Documentation of torture and the Istanbul Protocol: applied medical ethics"	"The so-called Istanbul Protocol, a Manual on the Effective Investigation and Documentation of Torture and other Cruel, Inhumane or Degrading Treatment or Punishment was adopted by the United Nations soon after its completion in 1999 and since then has become an acknowledged standard for documenting cases of alleged torture and other forms of severe maltreatment. In 2009 the Forum for medicine and human rights at the Medical Faculty at the University Erlangen-Nuremburg has provided the first German edition of this manual. The article traces back the development of the protocol taking into account the general background as well as the factual occasion of its initiation. The main ethical and legal principles of the manual are introduced as well as the projects for implementing the rules provided in the protocol that have been carried out so far. From this the urgent need for implementation of the Istanbul Protocol guidelines also in Europe and in German-speaking countries and here not exclusively but especially within asylum procedures becomes clear."	"10.1007/s11019-010-9248-1"
"abs10230"	"1"	"2"	"2"	""	""	"1"	"Estimation of Human Mobility Patterns for Forecasting the Early Spread of Disease"	"Human mobility data are indispensable in modeling large-scale epidemics, especially in predicting the spatial spread of diseases and in evaluating spatial heterogeneity intervention strategies. However, statistical data that can accurately describe large-scale population migration are often difficult to obtain. We propose an algorithm model based on the network science approach, which estimates the travel flow data in mainland China by transforming location big data and airline operation data into network structure information. In addition, we established a simplified deterministic SEIR (Susceptible-Exposed-Infectious-Recovered)-metapopulation model to verify the effectiveness of the estimated travel flow data in the study of predicting epidemic spread. The results show that individual travel distance in mainland China is mainly within 100 km. There is far more travel between prefectures within the same province than across provinces. The epidemic spatial spread model incorporating estimated travel data accurately predicts the spread of COVID-19 in mainland China. The results suggest that there are far more travelers than usual during the Spring Festival in mainland China, and the number of travelers from Wuhan mainly determines the number of confirmed cases of COVID-19 in each prefecture."	"10.3390/healthcare9091224"
"abs05860"	"1"	"5"	""	"0"	""	"0"	"As Basket and Papu: Making Manus Social Fabric"	"Between 2012 and 2019, Manus Island, Papua New Guinea, hosted Australia's offshore detention centre for asylum seekers and refugees, known as the Regional Processing Centre (RPC). This paper analyses some of the social impacts of the RPC on Lorengau town, the urban centre of Manus, through the analytical lens of the Manus idiom, as basket (Tok Pisin). Materially this refers to the everyday Manus basket whilst metaphorically, it refers to an individual's or community's social, cultural, political and economic base. First, I examine asylum seekers and refugees as a social category that emerged during this period when they were referred to as papu by locals. Papu is an honorific kinship term for grandfather or elder man; for men who are symbols for family identity, social belonging, and rights to land. Second, I examine the changing materiality of Lorengau's markets as indicative of wider societal transformations and dissonance brought about by the RPC. My ethnographic data are based on long term involvement in Manus, including three recent visits to Lorengau in 2017, 2018, and 2019 where I studied the social impacts and the changing social practices of Manus people in response to the RPC."	"10.1002/ocea.5289"
"abs12446"	"0"	""	""	""	""	"0"	"To Meet, to Matter, and to Have Fun: The Development, Implementation, and Evaluation of an Intervention to Fulfil the Social Needs of Older People"	"Interventions for older people are often not evaluated and, if evaluated, are not proven successful. Based on a systematic literature review and two qualitative studies about the social needs of older people, an intervention has been developed, implemented, and evaluated. Important social needs that emerged from these studies are connectedness, meaningfulness, and independence. Samsam, the developed intervention, aims to fulfil these needs. Samsam is a place where older (native Dutch speaking) people teach the Dutch language to expats, refugees, and immigrants. Two group interviews and one interview with a total of seven older participants were held to find out what the experiences are with this intervention to fulfil the social needs of older people. After analysis, three themes emerged: (1) The general experience of Samsam, (2) connectedness, and (3) meaningfulness and status. Results indicate that the volunteers are content with the conditions of the intervention, although it is sometimes hard work. The older participants indicated that helping other people and contributing to society is important for them. The intervention also has a strong social and fun element which contributes to their feeling of connectedness. The intervention fulfils various social needs, such as connectedness, meaningfulness, and status. When participating in Samsam, participants feel connected to each other, to the students, and to society. The older participants want to have meaningful lives and use their skills and talents. Samsam offers possibilities for them to do so. We further found that participants have some common characteristics such as an openness to others and to other cultures. An openness towards others and to society helps older people to connect. Most interventions focus on stimulating contact between older people, primarily on their need for affection. We conclude that meaningfulness and status are important social needs. Successful interventions for older people should focus more on fulfilling these needs-for example, by engaging in purposeful activities. It becomes easier to connect when a person feels useful."	"10.3390/ijerph16132307"
"abs03605"	"0"	""	""	""	""	"1"	"A Further Test of the Party Over Policy Effect: Political Leadership and Ethnic Minority Policies"	"This study tests the party over policy effect by focusing on the influence of political leadership on the public's acceptance of cultural diversity and affirmative action policies. Both people on the mainstream political left and the right were expected to agree more with statements of a leader of the political party they identify with compared to a leader of a party they do not identify with, independent of the pro- or anti-immigrant content of the statement and independently of their political orientation. The findings from two framing experiments embedded in a representative survey among the native population in the Netherlands support this expectation."	"10.1080/01973533.2013.785402"
"abs14683"	"1"	"5"	"1"	"0"	""	"0"	"Creating the People as 'One'? On Democracy and Its Other"	"It is common sense today to say that 'democracy is in crisis'. This apparently obvious crisis of democracy has several aspects: it is a crisis of its representative dimensions; it is a crisis that exposes the tensions and intrinsic contradictions between the political and the economic and financial orders; but it is also a crisis that begins to question the actual future of democracy, announcing the possibility that democracy may be replaced by something else for which we don't have a name yet. In this article I start by looking at the modern (re) invention of democracy, trying to grasp the ways in which 'the people' has been theorised. After, I look at the challenges Europe is facing today, mainly in what concerns the economic and financial crises on the one hand, and the refugees and humanitarian crises on the other. I conclude by showing how and why democracy can only be defined as 'crisis' and why 'the people' must remain simultaneously invisible and un-bodied, in order to fight current populist threats."	"10.3167/th.2016.6314904"
"abs07483"	"1"	"4,5"	""	"0"	""	"0"	"Time for Reform? Refugees, Asylum-seekers, and Protection Under International Human Rights Law"	"The aim of this article is to explore the protection that international human rights law offers to refugees, asylum-seekers, and the forcibly displaced. The ambition of the global rights framework is to guarantee a defined range of rights to all human beings, and thus move the basis for normative entitlement from exclusive reliance on national membership to a common humanity. This comprehensive and international perspective remains formally tied to States - acting individually or collectively - in terms of creation and implementation. The norms must find an entry point into the empirical world, and there must be clarity on responsibilities for practical delivery. It should remain unsurprising that the expectations raised by the normative reach of the law are frequently dashed in the complex and difficult human world of instrumental politics, power, and conflict. The intention here is to outline the international human rights law context, and indicate the value and limitations for the protection of refugees and asylum-seekers. A question is then raised about possible reform."	"10.1093/rsq/hdu018"
"abs10805"	"1"	"5"	"1"	"0"	""	"0"	"The Aestheticisation of Late Capitalist Fascism: Notes for a Communist Art Theory"	"Picking up Walter Benjamin's analysis of German Fascism as an aestheticisation of politics, the article develops the concept of late capitalist fascism for which aesthetics plays an important role. Today fascism is not primarily a political force but a cultural phenomenon that circulates as language, emblems and objects. Because of its history fascism does not dare name itself as such but fascism is fast becoming part of everyday life in a number of countries including Hungary, Italy and the United States, but also France and Denmark where the threat of fascism is used as a pretext for imposing fascist measures especially in relation to immigration and asylum policies."	"10.1080/09528822.2021.1916268"
"abs06754"	"0"	""	""	""	""	"1"	"Discovering locations and habits from human mobility data"	"Human mobility patterns are associated with many aspects of our life. With the increase of the popularity and pervasiveness of smartphones and portable devices, the Internet of Things (IoT) is turning into a permanent part of our daily routines. Positioning technologies that serve these devices such as the cellular antenna (GSM networks), global navigation satellite systems (GPS), and more recently the WiFi positioning system (WPS) provide large amounts of spatio-temporal data in a continuous way (data streams). In order to understand human behavior, the detection of important places and the movements between these places is a fundamental task. That said, the proposal of this work is a method for discovering user habits over mobility data without any a priori or external knowledge. Our approach extends a density-based clustering method for spatio-temporal data to identify meaningful places the individuals' visit. On top of that, a Gaussian mixture model (GMM) is employed over movements between the visits to automatically separate the trajectories accordingly to their key identifiers that may help describe a habit. By regrouping trajectories that look alike by day of the week, length, and starting hour, we discover the individual's habits. The evaluation of the proposed method is made over three real-world datasets. One dataset contains high-density GPS data and the others use GSM mobile phone data with 15-min sampling rate and Google Location History data with a variable sampling rate. The results show that the proposed pipeline is suitable for this task as other habits rather than just going from home to work and vice versa were found. This method can be used for understanding person behavior and creating their profiles revealing a panorama of human mobility patterns from raw mobility data."	"10.1007/s12243-020-00807-x"
"abs03011"	"0"	""	""	""	""	"0"	"Stakeholder Narratives on Trypanosomiasis, Their Effect on Policy and the Scope for One Health"	"Background This paper explores the framings of trypanosomiasis, a widespread and potentially fatal zoonotic disease transmitted by tsetse flies (Glossina species) affecting both humans and livestock. This is a country case study focusing on the political economy of knowledge in Zambia. It is a pertinent time to examine this issue as human population growth and other factors have led to migration into tsetse-inhabited areas with little historical influence from livestock. Disease transmission in new human-wildlife interfaces such as these is a greater risk, and opinions on the best way to manage this are deeply divided. Methods A qualitative case study method was used to examine the narratives on trypanosomiasis in the Zambian policy context through a series of key informant interviews. Interviewees included key actors from international organisations, research organisations and local activists from a variety of perspectives acknowledging the need to explore the relationships between the human, animal and environmental sectors. Principal Findings Diverse framings are held by key actors looking from, variously, the perspectives of wildlife and environmental protection, agricultural development, poverty alleviation, and veterinary and public health. From these viewpoints, four narratives about trypanosomiasis policy were identified, focused around four different beliefs: that trypanosomiasis is protecting the environment, is causing poverty, is not a major problem, and finally, that it is a Zambian rather than international issue to contend with. Within these narratives there are also conflicting views on the best control methods to use and different reasoning behind the pathways of response. These are based on apparently incompatible priorities of people, land, animals, the economy and the environment. The extent to which a One Health approach has been embraced and the potential usefulness of this as a way of reconciling the aims of these framings and narratives is considered throughout the paper. Conclusions/Significance While there has historically been a lack of One Health working in this context, the complex, interacting factors that impact the disease show the need for cross-sector, interdisciplinary decision making to stop rival narratives leading to competing actions. Additional recommendations include implementing: surveillance to assess under-reporting of disease and consequential under-estimation of disease risk; evidence-based decision making; increased and structurally managed funding across countries; and focus on interactions between disease drivers, disease incidence at the community level, and poverty and equity impacts."	"10.1371/journal.pntd.0004241"
"abs01180"	"1"	""	""	"0"	""	"1"	"Evolution towards Linguistic Coherence in Naming Game with Migrating Agents"	"As an integral part of our culture and way of life, language is intricately related to the migrations of people. To understand whether and how migration shapes language formation processes, we examine the dynamics of the naming game with migrating agents. (i) When all agents may migrate, the dynamics generates effective surface tension that drives the coarsening. Such behaviour is very robust and appears for a wide range of densities of agents and their migration rates. (ii) However, when only multilingual agents are allowed to migrate, monolingual islands are typically formed. In such a case, when the migration rate is sufficiently large, the majority of agents acquire a common language that spontaneously emerges with no indication of surface-tension-driven coarsening. Relatively slow coarsening that takes place in a dense static population is very fragile, and an arbitrarily small migration rate can most likely divert the system towards the quick formation of monolingual islands. Our work shows that migration influences language formation processes, but additional details such as density or mobility of agents are needed to more precisely specify this influence."	"10.3390/e23030299"
"abs05328"	"1"	""	"2"	"0"	""	"0"	"Supporting Communities in Humanitarian Crises with Acupuncture and Integrative Medicine A Perspective"	"My background is in nursing, midwifery, and acupuncture. In November of 2021, I came across a blog post about volunteering as an acupuncturist in a rehabilitation clinic for migrant refugees and asylum seekers on the island of Lesvos. With experience in the National Acupuncture Detoxification Association (NADA) protocol and trauma training provided by Acupuncturists Without Borders, I decided to apply to the nongovernmental organization Earth Medicine rehabilitation clinic. I stayed for 2 weeks in January 2022, and went again in September 2022 for 2 weeks, but that time, I was based inside the camp. On returning home from my first trip, and while giving a talk about Lesvos to our regional group, a fellow acupuncturist suggested that we could do something closer to home. Thus, we set up a project in our city, Exeter, in the United Kingdom. Thanks to a willing team of volunteers, asylum seekers and refugees are offered free acupuncture treatments weekly on Saturday mornings. This takes place in a community center in a group setting, using the NADA ear protocol, as well as other acupuncture points and occasional full-body treatments when the circumstances allow this. Although the work on Lesvos was hard, it was also very rewarding. Working there has had a profound effect on me and I plan to go back. At our local project, we receive very positive feedback from the people who come to us. Using acupuncture to address post-traumatic stress disorder is very worthwhile, and I encourage others to consider doing the same."	"10.1089/acu.2023.0012"
"abs10282"	"1"	"3"	"2"	"0"	""	"0"	"Mexican migration, transnationalism, and the re-scaling of citizenship in North America"	"This article contributes to recent scholarship on the relationship between globalization, human mobility and citizenship rights. The article focuses empirically on the Mexican state's efforts at revamping, promoting and gaining recognition within the United States for a high security consular identification card in the period since 11 September 2001. These efforts are situated within the context of Mexico's broader extra-territorial nation-building project, which encourages migrants' continuing presence abroad and their simultaneous incorporation in social, political and economic institutions in both the US and Mexico. The successes of the efforts are attributed to the skilful political strategizing and lobbying undertaken by consular officials and the role of migrant remittances in the neoliberal project of North American economic integration."	"10.1080/01419870.2010.482159"
"abs12341"	"1"	"6"	"1"	"0"	""	"0"	"Writing Against Integration: Danish Imaginaries of Culture, Race and Belonging"	"The article addresses some of the problems related to the concept of integration, which has been used (and abused) in Denmark since the 1990s to discuss socio-economic, cultural and religious challenges related to the everyday life of ethnic minorities. The concept of integration is not innocent but promotes both a specific conceptualisation of Danish society and a problematisation of immigrant minorities and their relationship to the indigenous majority. Based on the ethnographic studies conducted in Denmark in recent decades, the article attempts to disentangle the dominant social imaginary by outlining three scenarios: 'welfare reciprocity', 'host and guests' and 'the Danes as an indigenous people'. These scenarios consolidate an asymmetrical relationship between majorities and minorities because they simultaneously cast integration as desirable and impossible. Finally, inspired by Lila Abu-Lughod's seminal article 'writing against culture', the article suggests strategies of 'writing against integration' in order to regain the critical potential of academic analysis."	"10.1080/00141844.2018.1458745"
"abs09175"	"1"	"6"	"1"	"0"	""	"0"	"European case law on migrants' social and mobility rights: The need for a comparative approach in assessing 'human rights overreach'"	"Social rights (right to social security and social welfare) and mobility rights (right to freedom of movement within the territory) are the only two rights in European human rights law that limit their scope of application to persons lawfully in the territory. Migrants have contested this limitation in two ways: (1) arguing for exceptions to, or for a broad interpretation of, the concept of lawful presence, and (2) arguing that such policies violate other human rights that apply to everyone. This article examines the responses in European case law to these arguments, and shows a striking difference between cases on social rights and cases on mobility rights. While European courts and treaty bodies have significantly expanded the personal scope of social rights and/or the material scope of civil rights into the social realm, they have refrained from doing so as regards mobility rights. This finding is relevant for two reasons. First, it nuances the general idea that civil rights are privileged over social rights. Second, it nuances concerns about human rights 'proliferation' or 'overreach', which have been voiced as regards the expansion of migrants' social rights."	"10.1177/09240519221092591"
"abs01978"	"1"	"0"	""	"0"	"0"	"1"	"Development of typological classification and its relationship to microdifferentiation in ethnic India"	"The history of the racial classification of the people of India can be looked at in three temporal phases: (1) at the national level, the initial studies of racial classification attempted along with the Census of India; (2) at the regional level, studies by anthropologists and statisticians following systematic sampling and statistical procedures were conducted after the initial national-level studies and (3) population-specific studies in different regions across the country including micro-evolutionary studies of individual populations followed the regional studies. Initially the racial classification was part of the Census survey conducted by British anthropologists in some parts of the country among castes and tribes and was based on a few physical traits. This was followed by a systematic anthropometric survey in particulars regions (e.g., UP, Bengal, etc.) by anthropologists and statisticians. This was followed by population specific micro-evolutionary studies across different regions by numerous anthropologists investigating the role of selection, drift, migration and admixture and other population structure variables among endogamous castes and tribes."	"10.1007/s12038-019-9880-8"
"abs22250"	"0"	""	""	""	""	"1"	"Pathogenesis of migration disorders"	"Purpose of review Neocortical neurons have to migrate from their site of production in the periventricular germinative zone or in the ganglionic eminence towards the cortical plate. Our understanding of the underlying molecular mechanisms has advanced considerably in recent years due to the identification of genes involved in human migration disorders and experimental studies. This review will highlight some of the most recent findings in the deciphering of the molecular machinery controlling neuronal migration. Recent findings Neuronal migration is a complex process which involves cytoskeletal molecules controlling the initiation of migration, leading edge extension and nucleokinesis; signalling molecules (the reelin pathway playing a central role) integrating external signals and linking them to the cytoskeleton; stop signals; and other molecular players including neurotrophins, glutamate receptors and peroxisome-derived factors. Emerging evidence supports the existence of cross-talk between these pathways. Summary Identifying these mechanisms has shed light on typical human neuronal migration disorders such as periventricular heterotopias (disorder of migration initiation linked to filamin), type I lissencephaly (cytoskeletal abnormality linked to Lis1, a microtubule-associated protein), double cortex syndrome (cytoskeletal abnormality linked to doublecortin, a microtubule-associated protein), or lissencephaly plus cerebellar hypoplasia (reelin defect)."	"10.1097/01.wco.0000218228.73678.e1"
"abs06729"	"0"	""	""	""	"1"	"1"	"Mapping changes in human mobility for dining activities: a perceived risk theory perspective"	"PurposeThis study aims to explain how the impact of COVID-19 on human mobility is affected by the perceived risk of the pandemic. Design/methodology/approachUsing a statistical analysis and a geographic visualization technique, we investigate whether and how changes in people's restaurant visiting patterns during COVID-19 vary with their level of risk perception. FindingsThe changes in people's restaurant visiting patterns vary with their risk perception: the tendency to increase the number of visits to restaurants located in non-popular areas is related to the level of perceived risk. Originality/valueThis research confirms the importance of risk perception when examining the pandemic's multi-dimensional impacts."	"10.1108/TR-08-2022-0392"
"abs12795"	"1"	"3,4,5,6"	"1"	"0"	""	"0"	"A Researcher's Visit to Italy: Human trafficking and the Nigerian-Sicilian Mafias"	"This essay interrogates the complex nexus between organized crime and migrants within host countries. It specifically focuses on the surge of irregular migrants crossing the Central Mediterranean to Italy and the emergence of Nigerian criminal gangs who have cemented an ignoble but enduring cord with the Sicilian notorious mafia. This network, which took on a life of its own, has changed the traditional map of organised crime on the Island, defying both regional and global measures. The essay expresses concern on how Sicily intends to stop being the refugee camp of Europe through increased repatriations in the face of the financial, logistical and humanitarian implications of such an undertaking."	"gen.2019.28931925"
"abs03749"	"0"	""	""	""	""	"1"	"Sentinel site community surveillance of mortality and nutritional status in southwestern Central African Republic, 2010"	"Background: During 2010, a community-based, sentinel site prospective surveillance system measured mortality, acute malnutrition prevalence, and the coverage of a Medecins Sans Frontieres (MSF) intervention in four sous-prefectures of Lobaye prefecture in southwestern Central African Republic. We describe this surveillance system and its evaluation. Methods: Within 24 randomly selected sentinel sites, home visitors performed a census, weekly demographic surveillance of births, deaths, and in-or out-migration, and weekly anthropometry on a sample of children. We evaluated the system through various methods including capture-recapture analysis and repeat census. Results: The system included 18,081 people at baseline. Over 32 weeks, the crude death rate was 1.0 (95% confidence interval [CI]: 0.8-1.2) deaths per 10,000 person-days (35 deaths per 1,000 person-years), with higher values during the rainy season. The under-5 death rate was approximately double. The prevalence of severe acute malnutrition (SAM) was 3.0% (95% CI: 2.3-4.0), almost half featuring kwashiorkor signs. The coverage of SAM treatment was 29.1%. The system detected >90% of deaths, and >90% of death reports appeared valid. However, demographic surveillance yielded discrepancies with the census and an implausible rate of population growth, while the predictive value of SAM classification was around 60%. Discussion: We found evidence of a chronic health crisis in this remote region. MSF's intervention coverage improved progressively. Mortality data appeared valid, but inaccuracies in population denominators and anthropometric measurements were noted. Similar systems could be implemented in other remote settings and acute emergencies, but with certain technical improvements."	"10.1186/1478-7954-10-18"
"abs06612"	"1"	"2"	"2"	"0"	"0"	"0"	"New insights into the Upper Palaeolithic of the Caucasus through the study of personal ornaments. Teeth and bones pendants from Satsurblia and Dzudzuana caves (Imereti, Georgia)"	"The region of western Georgia (Imereti) in the Southern Caucasus has been a major geographic corridor for human migrations during the Middle and Upper Paleolithic. Data of recent research and excavations in this region display its importance as a possible route for the dispersal of anatomically modern humans (AMH) into northern Eurasia. Nevertheless, within the local research context, bone-working and personal ornaments have yet contributed but little to the Upper Palaeolithic (UP) regional sequence's characterization. Here we present an archaeozoological, technological and use-wear study of pendants from two local UP assemblages, originating in the Dzudzuana Cave and Satsurblia Cave. The ornaments were made mostly of perforated teeth, though some specimens were made on bone. Both the manufacturing marks made during preparation and use-wear traces indicate that they were personal ornaments, used as pendants or attached to garments. Detailed comparison between ornament assemblages from northern and southern Caucasus reveal that they are quite similar, supporting the observation of cultural bonds between the two regions, demonstrated previously through lithic techno-typological affinities. Furthermore, our study highlights the importance attributed to red deer (Cervus elaphus) by the UP societies of the Caucasus in sharing aesthetic values and/or a symbolic sphere."	"10.1371/journal.pone.0258974"
"abs01128"	"1"	""	""	""	""	"1"	"On nonlinear classical and fractional order dynamical system addressing COVID-19"	"This work studies a new SEIR type mathematical model for SARS-CoV-2. We show how immigration, protection, death rate, exposure, cure rate and interaction of infected people with healthy people affect the population. Our model has four classes including susceptible, exposed, infected and recovered respectively. Here, we find the basic reproduction number and local stability through jacobean matrix. Lyapunov function theory is used to calculate the global stability for the problem under investigation. Also an attempt is made to derive some numerical interpretation under fractional derivative by using fractional order nonstandard finite difference (NSFD) sachem. The graphical presentations are given for some real data."	"10.1016/j.rinp.2021.104069"
"abs12223"	"1"	""	"1"	"0"	""	"0"	"Negative Research: Sonic Methods in Geography and Their Limits"	"Sound has received much attention from human geographers in recent years. This article opens a debate around the growing body of work on sound as a research method. Sonic methods have largely emerged as part of the so-called affective turn in geography, as efforts to attend to the performative, emotional, and prereflective aspects of experience. Drawing on the work of Adorno, I develop a critique of existing sonic methods, arguing that their focus on affect and immediate experience is unable to grasp ?negative geographies?: what and who fails to appear and remains silent to the researcher. These claims are grounded in two autoethnographic accounts of my own experiments with sonic methods. The first is a geographic information systems study of noise-monitoring data in King County, Washington. The second is a participatory mapping project that sought to record and collect ?sound diaries? from migrants and refugees across the greater Seattle area. In both cases, I show how silences and failures in the research process make sonic methods useful tools for social critique. Key Words: Adorno, method, negativity, Seattle, sound."	"10.1080/00330124.2019.1657913"
"abs18041"	"1"	"0,6"	""	"0"	""	"0"	"The history and future of cross-cultural psychiatric services"	"With cultural issues prominent in the United States today and with ongoing rapid changes in health care management and delivery, this paper discusses the shift from a generic-type psychiatry (i.e., assuming that humans the world over are no different, and will react to given stressors in life in the same manner) to one recognizing that cultural beliefs, mores, peer pressure, family expectations, and other ingredients operate in unique combinations in various cultures and ethnic groups. These social and cultural factors can and will impact treatment modalities and outcomes. Literature reviewed herein illustrates the progressive stages of awareness and incorporation of cultural differences and the many ways they impact treatment. Unfortunately, the rise in managed, rationed health care threatens the future of this progression. It is essential that culturally-based managed care programs be developed and funded to ensure the availability of cost-effective treatment, through an integrated system of services, to patients of all cultural and economic backgrounds."	"10.1007/BF02251069"
"abs18645"	"1"	"4,5"	""	"0"	"1"	"0"	"Precarity of refugees: the case of Basmane-Izmir, Turkey"	"Over the last decade, the precarity of refugees and temporary migrants and its associated ambiguities is an increasing focus of scholarly inquiry and policy debate. In particular, the Syrian conflict since 2011 has led to dramatic refugee crises especially in terms of the number of people displaced into neighbouring countries, including Turkey, Lebanon, Jordan and Iraq, with Turkey hosting the largest refugee population in the world. Within Turkey, Syrian refugees are concentrated in camps, border towns, major cities and particular urban neighbourhoods. The Basmane neighbourhood, an old inner city quarter of Izmir, Turkey, is a special case, and we directly observe and detail various dimensions of the precarity of Syrian immigrants there at the apex of the refugee flow, and assess how temporary migration affected Izmir's permanent residents. Focusing on physical and social transformations in Basmane, we concentrate on the intra-relationships among place, refugees, and locals and seek to contribute to the debate of how (un)settled situations of refugees produce differential pathways for adaptation and experiences of precarity. The research indicates that socio-spatial dynamics in Basmane contributes to the adaptation of refugees and affects their precarity as the hub for temporary immigrants in Izmir."	"10.1080/1369183X.2020.1732591"
"abs17985"	"0"	""	""	""	""	"0"	"Building a sustainable peace: The limits of pragmatism in the Israeli-Palestinian negotiations"	"This article argues that the strictly pragmatic, step-by-step approach of Oslo has reached a dead end and that cajoling the parties into signing an agreement is now irrelevant To move the peace process to a successful conclusion the parties must now commit themselves to a principled solution whose key elements include prior commitment to a genuine two-state solution as the endpoint of the final status negotiations, provision of meaningful citizenship to the Palestinians of the territories and the refugees, and mutual acknowledgment of the other's nationhood and humanity Such a proposal, though seemingly utopian, represents the most realistic option at the present juncture."	"10.1525/jps.1998.28.1.00p0029p"
"abs04420"	"1"	""	""	"0"	"1"	"1"	"Risk of thyroid cancer among Iranian immigrants in Sweden"	"Objectives: Studies of immigrants are of value to elucidate the role of environmental factors in cancer causation, but large cohorts are needed in order to study rare cancers. We conducted a register-based study of a cohort of 59,274 (32,236 men and 27,038 women) Swedish residents born in Iran, with follow-up between 1969 and 2004. We identified 50 incident cases of thyroid cancer during more than 800 thousands person-years of observation. Methods: Rate ratios (RR) were calculated based on Poisson models estimated by the maximum likelihood method, using Swedish born residents with both parents born in Sweden as reference population. 95% confidence interval was estimated on the assumption that the observed numbers of cancers follow a Poisson distribution. Results: The adjusted RR of thyroid cancer among Iranian immigrants was 2.6 (95% CI 2.0-3.5), without appreciable sex differences. In both sexes, the excess risk was highest among people who were younger than 30 years at immigration. Among women, the largest excess risk (adjusted RR = 4.6, 95% CI 2.9-7.4) was observed during the first 5 years from immigration, while for men, during the second decade from immigration. The rateratio was higher among subjects who immigrated before 1990 (adjusted RR = 2.7, 95% CI 2.0-3.8) than among those immigrated thereafter, particularly among men. Conclusion: The observed excess risk among Iranian immigrants compared to Swedish-born residents is compatible with differential burden of environmental risk factors, the most likely of which are iodine deficiency and high natural levels of ionizing radiation."	"10.1007/s10552-007-9087-4"
"abs13025"	"1"	"4,5"	""	"0"	""	"0"	"Supporting Asylum Seekers: Clinician Experiences of Documenting Human Rights Violations Through Forensic Psychological Evaluation"	"The United States permits foreign nationals to apply for asylum if they have experienced persecution or have a fear of future persecution. In order to meet the criteria for persecution, the harm inflicted upon the asylum seeker does not need to be or have been physical and can include psychological sequelae. In an effort to document persecution, lawyers seek the assistance of health professionals when preparing their clients' asylum applications. Mental health professionals work to corroborate psychological evidence of the asylum seeker's report of ill treatment through evaluation and presentation of their findings in the form of legal affidavits. This study gathered the experiences of 15 mental health clinicians who conduct forensic psychological evaluations and document the impact of torture and other human rights violations on asylum seekers. We analyzed the resulting interview transcripts using a consensual qualitative research (CQR) approach. The results of the study highlight challenges associated with this work, suggest recommendations for training, and encourage advocacy endeavors by mental health professionals who provide these services."	"10.1002/jts.22288"
"abs10996"	"1"	"5"	"2"	"0"	""	"0"	"Appeals to Shared Africanness: Negotiating Precarious Childhoods and Intra-African Migration in Two Coming-of-Age Narratives in Contemporary South Africa"	"Child and youth migration has not only been marginalized within scholarship on literary engagements with global migratory processes, but has also, for the most part, been studied in the narrow context of movements from the Global South to the Global North. This essay examines the complex dynamics of child and youth migration manifest in narratives of migration to South Africa from elsewhere on the African continent. Focusing on the coming-of-age of young migrants and refugees in Meg Vandermerwe's novel Zebra Crossing (2013) and Aher Arop Bol's refugee memoir The Lost Boy (2009), I argue that the texts critique common readings of African childhoods as either utopian or dystopian and move beyond dichotomous framings of young migrants through the lens of victimhood or criminality. The texts highlight young migrants' precarious experiences relating to intersecting hierarchies of race, gender, ability and immigration status, while at the same time foregrounding their situated, relational agency that is often negotiated through appeals to shared Africanness. Drawing on scholarship on the postcolonial Bildungsroman, I suggest that both texts deploy the form to reclaim access to - and subject to criticism - the current human rights order. By focusing on intra-African migration, this essay extends literary migration scholarship to address how the selected texts exact new vocabularies and alternative imaginaries for the study of contemporary migration narratives."	"10.1080/1369801X.2021.1892508"
